dest_node,source_node,weight,source_class,dest_class,edge_class
3001474,2014276,1,3,2,0-2
3007482,2030275,1,3,2,0-2
3004812,2007608,1,3,2,0-2
3005130,2011604,1,3,2,0-2
1004438,2018407,1,1,2,1-2
1003874,2013193,1,1,2,1-2
3001965,2005144,1,3,2,0-2
1004466,2020500,1,1,2,1-2
1003227,2002393,1,1,2,1-2
1002661,2024119,1,1,2,1-2
3002496,2017777,1,3,2,0-2
3003696,2028747,1,3,2,0-2
3004817,2023453,1,3,2,0-2
3000501,1000375,1,3,2,0-2
3001905,2011866,1,3,2,0-2
3002499,2030210,1,3,2,0-2
1003585,2002684,1,1,2,1-2
3005860,1000522,1,3,2,0-2
1002028,2010385,1,1,2,1-2
1002051,2021765,1,1,2,1-2
3005368,2016273,1,3,2,0-2
3005274,2021593,1,3,2,0-2
3005234,2018453,1,3,2,0-2
1004416,2014804,1,1,2,1-2
3003213,2017931,1,3,2,0-2
1002810,2023495,1,1,2,1-2
3002917,2032247,1,3,2,0-2
3004016,2017250,1,3,2,0-2
1000463,2003761,1,1,2,1-2
3002212,2019994,1,3,2,0-2
1004225,2025856,1,1,2,1-2
1002228,2024631,1,1,2,1-2
3001494,2025860,1,3,2,0-2
1003967,2022268,1,1,2,1-2
1003461,2007368,1,1,2,1-2
1001385,2018147,1,1,2,1-2
3004767,1003160,1,3,2,0-2
1000028,2008683,1,1,2,1-2
1004190,2031490,1,1,2,1-2
3002296,1000720,1,3,2,0-2
3007390,2029263,1,3,2,0-2
3007691,1002747,1,3,2,0-2
1002082,2025257,1,1,2,1-2
1001223,2030210,1,1,2,1-2
3004054,2014417,1,3,2,0-2
1004695,2019466,1,1,2,1-2
1002240,2018622,1,1,2,1-2
3001194,2025050,1,3,2,0-2
1003078,2025835,1,1,2,1-2
3000593,2012489,1,3,2,0-2
1004565,2024929,1,1,2,1-2
1004044,2006373,1,1,2,1-2
3000009,2012058,1,3,2,0-2
3007597,2008385,1,3,2,0-2
3002774,2001196,1,3,2,0-2
3006462,1000997,1,3,2,0-2
1000353,2021953,1,1,2,1-2
1002748,2023602,1,1,2,1-2
3006794,1001849,1,3,2,0-2
1000242,2009506,1,1,2,1-2
3007599,1000420,1,3,2,0-2
1002793,2018652,1,1,2,1-2
1004081,2017874,1,1,2,1-2
1003767,2008113,1,1,2,1-2
1000161,2023899,1,1,2,1-2
1004322,2008290,1,1,2,1-2
1001575,2011658,1,1,2,1-2
3006093,1001113,1,3,2,0-2
1001787,2015433,1,1,2,1-2
3003454,2004000,1,3,2,0-2
1000184,2020813,1,1,2,1-2
3002296,1003065,1,3,2,0-2
1004385,2006649,1,1,2,1-2
1002440,2024453,1,1,2,1-2
3005062,2016217,1,3,2,0-2
3007620,2026187,1,3,2,0-2
1001912,2004272,1,1,2,1-2
1001002,2006405,1,1,2,1-2
3006894,2020890,1,3,2,0-2
3000205,2023359,1,3,2,0-2
1003657,2030546,1,1,2,1-2
3006487,2018120,1,3,2,0-2
1004332,2009209,1,1,2,1-2
1003713,2000725,1,1,2,1-2
3002988,1004401,1,3,2,0-2
3000909,2016535,1,3,2,0-2
1002775,2026324,1,1,2,1-2
1004690,2017956,1,1,2,1-2
3004565,2021517,1,3,2,0-2
1003348,2008290,1,1,2,1-2
3001194,2001015,1,3,2,0-2
3007575,2015162,1,3,2,0-2
1001189,2013004,1,1,2,1-2
1004032,2014638,1,1,2,1-2
3003467,2026647,1,3,2,0-2
3002690,2004842,1,3,2,0-2
3003387,1000092,1,3,2,0-2
3002374,2030160,1,3,2,0-2
3002499,2017427,1,3,2,0-2
1003110,2010637,1,1,2,1-2
3004129,1003137,1,3,2,0-2
1002558,2008720,1,1,2,1-2
1000028,2009885,1,1,2,1-2
3004367,2004654,1,3,2,0-2
3002027,2014159,1,3,2,0-2
1002241,2007038,1,1,2,1-2
1003328,2025835,1,1,2,1-2
3006691,2031497,1,3,2,0-2
1004043,2017337,1,1,2,1-2
1001114,2000163,1,1,2,1-2
1003155,2028946,1,1,2,1-2
3004574,2020489,1,3,2,0-2
3002346,2027536,1,3,2,0-2
3007551,2029737,1,3,2,0-2
1000273,2010348,1,1,2,1-2
3002779,2026487,1,3,2,0-2
1004303,2031295,1,1,2,1-2
3004514,2024086,1,3,2,0-2
1001251,2016769,1,1,2,1-2
3007488,2023345,1,3,2,0-2
3007034,1002038,1,3,2,0-2
1003985,2012435,1,1,2,1-2
3004675,2006866,1,3,2,0-2
3000334,2027302,1,3,2,0-2
1000959,2031117,1,1,2,1-2
1004054,2027677,1,1,2,1-2
3001168,2025065,1,3,2,0-2
3004776,2021334,1,3,2,0-2
1004506,2006404,1,1,2,1-2
1003389,2025439,1,1,2,1-2
3002540,1003713,1,3,2,0-2
3002079,1003197,1,3,2,0-2
3002308,2006909,1,3,2,0-2
1003839,2013315,1,1,2,1-2
3005160,1002920,1,3,2,0-2
3000067,2003257,1,3,2,0-2
3007194,2021607,1,3,2,0-2
1001561,2016217,1,1,2,1-2
1001577,2029613,1,1,2,1-2
3001093,2004158,1,3,2,0-2
3008005,2002334,1,3,2,0-2
1000720,2018407,1,1,2,1-2
1004641,2014928,1,1,2,1-2
3007236,2030722,1,3,2,0-2
1002960,2000286,1,1,2,1-2
3002594,2022721,1,3,2,0-2
3001304,2012472,1,3,2,0-2
1004632,2026302,1,1,2,1-2
1000838,2008404,1,1,2,1-2
1004668,2021870,1,1,2,1-2
3004096,2029614,1,3,2,0-2
3005212,2007938,1,3,2,0-2
1004266,2017866,1,1,2,1-2
1001523,2025696,1,1,2,1-2
3003426,2016253,1,3,2,0-2
3003017,2024239,1,3,2,0-2
1003857,2024773,1,1,2,1-2
3007650,1004401,1,3,2,0-2
3001875,1000269,1,3,2,0-2
3003734,2004807,1,3,2,0-2
3005626,2000030,1,3,2,0-2
1002467,2026893,1,1,2,1-2
3002257,2004040,1,3,2,0-2
1004579,2020584,1,1,2,1-2
1002494,2008890,1,1,2,1-2
3007240,1001719,1,3,2,0-2
1003130,2008324,1,1,2,1-2
1004718,2009954,1,1,2,1-2
3007669,2019959,1,3,2,0-2
1000057,2022940,1,1,2,1-2
1000418,2030693,1,1,2,1-2
1000799,2009786,1,1,2,1-2
1001578,2001646,1,1,2,1-2
1000821,2025715,1,1,2,1-2
1000990,2023238,1,1,2,1-2
1003375,2020694,1,1,2,1-2
1004133,2027320,1,1,2,1-2
1003294,2032225,1,1,2,1-2
3004421,1004542,1,3,2,0-2
3003927,2012711,1,3,2,0-2
1002431,2014964,1,1,2,1-2
1000091,2017168,1,1,2,1-2
3002947,2030693,1,3,2,0-2
1002364,2012472,1,1,2,1-2
3003723,1001540,1,3,2,0-2
3005521,1001954,1,3,2,0-2
1003214,2014940,1,1,2,1-2
1004751,2020843,1,1,2,1-2
1001646,2011357,1,1,2,1-2
3005498,2011240,1,3,2,0-2
1000590,2021859,1,1,2,1-2
3003947,1002577,1,3,2,0-2
1001447,2001992,1,1,2,1-2
3003376,1001636,1,3,2,0-2
3002638,2016408,1,3,2,0-2
3000841,2023231,1,3,2,0-2
1004115,2020186,1,1,2,1-2
1002071,2016505,1,1,2,1-2
3003018,2001238,1,3,2,0-2
3002364,2006109,1,3,2,0-2
3006066,1002187,1,3,2,0-2
3006440,2006525,1,3,2,0-2
1002709,2028742,1,1,2,1-2
3003893,2029520,1,3,2,0-2
3002857,2031753,1,3,2,0-2
3000795,1003866,1,3,2,0-2
3000817,1000214,1,3,2,0-2
3003897,2021520,1,3,2,0-2
3003534,2019735,1,3,2,0-2
1003336,2023392,1,1,2,1-2
3000146,2014625,1,3,2,0-2
1004269,2024700,1,1,2,1-2
1002713,2031063,1,1,2,1-2
1002086,2012937,1,1,2,1-2
3000425,2029069,1,3,2,0-2
1003012,2007609,1,1,2,1-2
1001644,2007843,1,1,2,1-2
1004467,2010212,1,1,2,1-2
3004754,2011316,1,3,2,0-2
3000683,2021517,1,3,2,0-2
1004369,2023454,1,1,2,1-2
1004054,2027234,1,1,2,1-2
3005712,2027936,1,3,2,0-2
3007194,2025315,1,3,2,0-2
1003952,2020232,1,1,2,1-2
1001024,2015742,1,1,2,1-2
3008012,2007038,1,3,2,0-2
1002728,2000557,1,1,2,1-2
3004629,2022420,1,3,2,0-2
3004537,2014783,1,3,2,0-2
3000701,2025437,1,3,2,0-2
1003639,2021049,1,1,2,1-2
1000559,2011689,1,1,2,1-2
1002365,2018242,1,1,2,1-2
1000631,2010178,1,1,2,1-2
3000980,2010897,1,3,2,0-2
3003520,2022748,1,3,2,0-2
1001933,2029030,1,1,2,1-2
1002426,2001717,1,1,2,1-2
3007663,2001237,1,3,2,0-2
3006210,1001540,1,3,2,0-2
3005620,1003912,1,3,2,0-2
3006121,1003888,1,3,2,0-2
1003026,2027923,1,1,2,1-2
3005576,2020631,1,3,2,0-2
3006191,2017368,1,3,2,0-2
3003757,2005835,1,3,2,0-2
1002942,2017436,1,1,2,1-2
3000369,2016817,1,3,2,0-2
3000896,2022853,1,3,2,0-2
3002196,1004021,1,3,2,0-2
3000777,2011975,1,3,2,0-2
1000689,2028390,1,1,2,1-2
3003242,1001540,1,3,2,0-2
3006653,2001126,1,3,2,0-2
1000192,2013250,1,1,2,1-2
3001075,2028796,1,3,2,0-2
3000821,2031728,1,3,2,0-2
3003580,2025608,1,3,2,0-2
1002925,2021805,1,1,2,1-2
1003092,2005404,1,1,2,1-2
1000489,2008759,1,1,2,1-2
1000583,2009423,1,1,2,1-2
3007501,2031230,1,3,2,0-2
3006738,2015247,1,3,2,0-2
3000877,2009724,1,3,2,0-2
3001845,2022994,1,3,2,0-2
1000072,2018986,1,1,2,1-2
3005955,2020694,1,3,2,0-2
1003352,2031233,1,1,2,1-2
1002621,2021427,1,1,2,1-2
3000907,2016627,1,3,2,0-2
3004529,1003567,1,3,2,0-2
1001920,2025902,1,1,2,1-2
3002482,2030505,1,3,2,0-2
1000077,2021919,1,1,2,1-2
3006174,2002836,1,3,2,0-2
1003449,2017794,1,1,2,1-2
3007513,2018509,1,3,2,0-2
1001613,2011716,1,1,2,1-2
1002105,2016674,1,1,2,1-2
3006321,2007426,1,3,2,0-2
1002606,2005416,1,1,2,1-2
3002949,1003638,1,3,2,0-2
3001602,2014647,1,3,2,0-2
3006460,1002020,1,3,2,0-2
3003926,2017931,1,3,2,0-2
3006957,2019550,1,3,2,0-2
1004459,2006404,1,1,2,1-2
1001724,2006759,1,1,2,1-2
1000923,2023001,1,1,2,1-2
3000638,2019367,1,3,2,0-2
1004464,2003007,1,1,2,1-2
1002753,2007309,1,1,2,1-2
3001611,2026098,1,3,2,0-2
3004172,1003197,1,3,2,0-2
3002026,1003526,1,3,2,0-2
3006079,2012058,1,3,2,0-2
3002949,1003274,1,3,2,0-2
1001953,2029311,1,1,2,1-2
1001181,2004331,1,1,2,1-2
1001894,2001645,1,1,2,1-2
3002272,1002163,1,3,2,0-2
3007069,2006732,1,3,2,0-2
3003490,1003450,1,3,2,0-2
1000466,2007368,1,1,2,1-2
1003989,2019082,1,1,2,1-2
1001452,2019304,1,1,2,1-2
1002314,2010439,1,1,2,1-2
1001762,2005507,1,1,2,1-2
1003100,2023324,1,1,2,1-2
1003716,2016262,1,1,2,1-2
1000510,2007008,1,1,2,1-2
3007286,1001214,1,3,2,0-2
3000275,2020458,1,3,2,0-2
3004902,1003478,1,3,2,0-2
1001115,2027114,1,1,2,1-2
1003246,2018559,1,1,2,1-2
1001902,2024416,1,1,2,1-2
3002002,2005792,1,3,2,0-2
3007172,1003160,1,3,2,0-2
1004753,2023333,1,1,2,1-2
3002120,2014930,1,3,2,0-2
3005317,2030725,1,3,2,0-2
3004884,2015441,1,3,2,0-2
1002967,2031600,1,1,2,1-2
1000098,2006885,1,1,2,1-2
1001547,2032426,1,1,2,1-2
3006448,1002219,1,3,2,0-2
3001746,2021517,1,3,2,0-2
3006591,2001645,1,3,2,0-2
1000647,2020884,1,1,2,1-2
1001958,2027249,1,1,2,1-2
3004416,2000662,1,3,2,0-2
1002362,2023874,1,1,2,1-2
1000378,2005042,1,1,2,1-2
1002496,2028758,1,1,2,1-2
1000765,2016320,1,1,2,1-2
1001593,2006230,1,1,2,1-2
3006039,1003133,1,3,2,0-2
1004488,2027232,1,1,2,1-2
1002017,2011791,1,1,2,1-2
3004350,1003952,1,3,2,0-2
3000255,2018960,1,3,2,0-2
1000714,2028328,1,1,2,1-2
1002023,2001609,1,1,2,1-2
3006751,2021520,1,3,2,0-2
1000947,2004767,1,1,2,1-2
3006344,2022162,1,3,2,0-2
1003395,2028559,1,1,2,1-2
1003196,2019558,1,1,2,1-2
3005973,1002740,1,3,2,0-2
1000489,2004652,1,1,2,1-2
1001499,2014068,1,1,2,1-2
1002820,2010519,1,1,2,1-2
1001567,2001376,1,1,2,1-2
3007211,2008313,1,3,2,0-2
1003102,2008552,1,1,2,1-2
1001129,2021341,1,1,2,1-2
1002339,2029699,1,1,2,1-2
1002301,2007820,1,1,2,1-2
1000249,2027773,1,1,2,1-2
3000107,2028162,1,3,2,0-2
3002066,2008636,1,3,2,0-2
1000358,2020907,1,1,2,1-2
1001154,2027766,1,1,2,1-2
3002670,2006892,1,3,2,0-2
3001318,1003578,1,3,2,0-2
3005390,1001540,1,3,2,0-2
3003315,2017108,1,3,2,0-2
3002677,2032238,1,3,2,0-2
1000720,2009619,1,1,2,1-2
1001587,2014405,1,1,2,1-2
3005527,2013501,1,3,2,0-2
1002552,2008608,1,1,2,1-2
1000981,2014314,1,1,2,1-2
1003543,2010376,1,1,2,1-2
3003609,2006192,1,3,2,0-2
1000973,2003805,1,1,2,1-2
1000698,2029192,1,1,2,1-2
1001472,2004956,1,1,2,1-2
3000926,2016318,1,3,2,0-2
3000861,2014865,1,3,2,0-2
1003088,2014000,1,1,2,1-2
1001170,2019384,1,1,2,1-2
3002056,2029757,1,3,2,0-2
1002825,2020282,1,1,2,1-2
1003561,2009255,1,1,2,1-2
3002443,2015039,1,3,2,0-2
1004678,2029925,1,1,2,1-2
3001453,2009766,1,3,2,0-2
3001916,2017051,1,3,2,0-2
3007547,1000362,1,3,2,0-2
1003578,2032654,1,1,2,1-2
1000350,2026615,1,1,2,1-2
1004768,2019965,1,1,2,1-2
1004203,2027385,1,1,2,1-2
3004874,2024778,1,3,2,0-2
1001887,2030292,1,1,2,1-2
1000985,2020843,1,1,2,1-2
3006169,2023507,1,3,2,0-2
1001759,2023130,1,1,2,1-2
3002503,1000727,1,3,2,0-2
3002386,2007296,1,3,2,0-2
3001825,1000040,1,3,2,0-2
1004082,2028771,1,1,2,1-2
1000428,2008024,1,1,2,1-2
1003223,2008643,1,1,2,1-2
3003007,1003866,1,3,2,0-2
1002973,2025439,1,1,2,1-2
1003554,2004657,1,1,2,1-2
3001111,2028758,1,3,2,0-2
1002212,2011391,1,1,2,1-2
3001200,2014289,1,3,2,0-2
1001348,2014678,1,1,2,1-2
3001241,2027923,1,3,2,0-2
3003898,1004000,1,3,2,0-2
1004430,2022046,1,1,2,1-2
1003770,2029641,1,1,2,1-2
3007309,1001099,1,3,2,0-2
3007134,1003999,1,3,2,0-2
1001552,2024239,1,1,2,1-2
1001104,2012709,1,1,2,1-2
1004497,2002566,1,1,2,1-2
3005889,1003378,1,3,2,0-2
1003197,2003514,1,1,2,1-2
3004810,1001348,1,3,2,0-2
1001386,2009255,1,1,2,1-2
3001369,2008600,1,3,2,0-2
3003299,2031352,1,3,2,0-2
1000500,2008290,1,1,2,1-2
3000128,2015247,1,3,2,0-2
1000640,2026638,1,1,2,1-2
1000247,2013636,1,1,2,1-2
1001136,2019810,1,1,2,1-2
3003575,2022024,1,3,2,0-2
1004614,2023602,1,1,2,1-2
3005578,2023359,1,3,2,0-2
3005784,1000078,1,3,2,0-2
1002109,2023819,1,1,2,1-2
3005076,2015731,1,3,2,0-2
3000191,2014647,1,3,2,0-2
3002178,2016908,1,3,2,0-2
1003805,2002145,1,1,2,1-2
3005019,2029757,1,3,2,0-2
3006494,1001118,1,3,2,0-2
3007165,2017713,1,3,2,0-2
1001206,2023228,1,1,2,1-2
3003668,2031280,1,3,2,0-2
3003460,1003011,1,3,2,0-2
1002088,2020180,1,1,2,1-2
3007789,2001118,1,3,2,0-2
1003675,2015527,1,1,2,1-2
3003908,1001835,1,3,2,0-2
3005290,2031470,1,3,2,0-2
1003740,2005094,1,1,2,1-2
1000556,2003235,1,1,2,1-2
3001602,2025743,1,3,2,0-2
3006126,2016436,1,3,2,0-2
3006222,2021746,1,3,2,0-2
1002577,2014459,1,1,2,1-2
3006137,2021219,1,3,2,0-2
3002400,2020798,1,3,2,0-2
1001722,2001228,1,1,2,1-2
3003319,2009798,1,3,2,0-2
3007845,1003328,1,3,2,0-2
3004743,1003713,1,3,2,0-2
1000927,2028758,1,1,2,1-2
3004190,2001815,1,3,2,0-2
3000267,1000628,1,3,2,0-2
1002892,2008397,1,1,2,1-2
1000028,2023665,1,1,2,1-2
3000207,2011391,1,3,2,0-2
3000758,2004160,1,3,2,0-2
1004061,2015806,1,1,2,1-2
3002733,2008643,1,3,2,0-2
3002170,2012152,1,3,2,0-2
1004729,2003280,1,1,2,1-2
3007988,2001376,1,3,2,0-2
3006816,2013871,1,3,2,0-2
3007978,2015811,1,3,2,0-2
1002316,2032002,1,1,2,1-2
1003994,2002830,1,1,2,1-2
1002634,2014604,1,1,2,1-2
3003496,2023359,1,3,2,0-2
1002586,2012659,1,1,2,1-2
1002218,2016357,1,1,2,1-2
1004502,2007155,1,1,2,1-2
3007561,1002148,1,3,2,0-2
3000070,2032735,1,3,2,0-2
3005595,2027928,1,3,2,0-2
3007656,2017513,1,3,2,0-2
1003927,2015701,1,1,2,1-2
1004045,2017649,1,1,2,1-2
3004232,2027870,1,3,2,0-2
3003474,2009755,1,3,2,0-2
1002973,2012992,1,1,2,1-2
3002321,1001567,1,3,2,0-2
1002317,2015441,1,1,2,1-2
1001819,2026853,1,1,2,1-2
3004095,1003999,1,3,2,0-2
1000311,2032747,1,1,2,1-2
3002802,2002405,1,3,2,0-2
3000824,2014087,1,3,2,0-2
3002297,2013835,1,3,2,0-2
3001531,2025954,1,3,2,0-2
3006153,2011736,1,3,2,0-2
1003786,2006777,1,1,2,1-2
1002131,2007288,1,1,2,1-2
3005733,2012039,1,3,2,0-2
3002889,1000535,1,3,2,0-2
1000478,2007281,1,1,2,1-2
1000762,2001618,1,1,2,1-2
3005816,1003154,1,3,2,0-2
1002474,2018776,1,1,2,1-2
3007976,2018209,1,3,2,0-2
3002529,2017191,1,3,2,0-2
3001295,2026025,1,3,2,0-2
3007410,2015198,1,3,2,0-2
3004362,2026480,1,3,2,0-2
1001542,2032149,1,1,2,1-2
1003308,2017191,1,1,2,1-2
1004115,2018612,1,1,2,1-2
3003148,2010883,1,3,2,0-2
3006631,2005645,1,3,2,0-2
1003287,2014159,1,1,2,1-2
3004939,2015567,1,3,2,0-2
3006383,2031868,1,3,2,0-2
1003531,2016375,1,1,2,1-2
3005827,2014647,1,3,2,0-2
1001692,2004532,1,1,2,1-2
3004639,2016018,1,3,2,0-2
3005512,2028916,1,3,2,0-2
1001433,2013933,1,1,2,1-2
1001958,2014003,1,1,2,1-2
3000267,2025743,1,3,2,0-2
3000786,2025154,1,3,2,0-2
1000541,2028655,1,1,2,1-2
1004633,2028387,1,1,2,1-2
1000950,2024926,1,1,2,1-2
3003687,2011285,1,3,2,0-2
3001314,2015683,1,3,2,0-2
3003772,2023524,1,3,2,0-2
3003024,2002727,1,3,2,0-2
1000269,2008795,1,1,2,1-2
1001432,2007729,1,1,2,1-2
3000243,2015527,1,3,2,0-2
1004678,2019179,1,1,2,1-2
1001407,2015636,1,1,2,1-2
1000687,2011941,1,1,2,1-2
1003453,2017485,1,1,2,1-2
3007983,2001642,1,3,2,0-2
3007151,2010391,1,3,2,0-2
3004732,1001355,1,3,2,0-2
3007002,1002023,1,3,2,0-2
1000806,2024978,1,1,2,1-2
3006892,2022223,1,3,2,0-2
3006526,2012944,1,3,2,0-2
1000121,2021427,1,1,2,1-2
3001979,1003511,1,3,2,0-2
3003723,2016786,1,3,2,0-2
1002137,2023373,1,1,2,1-2
1000591,2027695,1,1,2,1-2
3007258,2025165,1,3,2,0-2
1004036,2017108,1,1,2,1-2
3004784,2025739,1,3,2,0-2
3001318,1004055,1,3,2,0-2
3005200,2002616,1,3,2,0-2
1002039,2024906,1,1,2,1-2
1002039,2013322,1,1,2,1-2
3007403,1002469,1,3,2,0-2
3001757,2014394,1,3,2,0-2
1002175,2003525,1,1,2,1-2
3000335,2009787,1,3,2,0-2
3004300,1002402,1,3,2,0-2
1004659,2020004,1,1,2,1-2
1002982,2012731,1,1,2,1-2
1002381,2024564,1,1,2,1-2
3005236,2016018,1,3,2,0-2
1001472,2031286,1,1,2,1-2
1001429,2015766,1,1,2,1-2
1002097,2030757,1,1,2,1-2
3000449,2007309,1,3,2,0-2
3006816,2026415,1,3,2,0-2
3004373,2031038,1,3,2,0-2
3000437,1004000,1,3,2,0-2
3002873,2006503,1,3,2,0-2
1001330,2030286,1,1,2,1-2
1000844,2026489,1,1,2,1-2
1004125,2032314,1,1,2,1-2
3006768,2026718,1,3,2,0-2
3000824,2011154,1,3,2,0-2
1003351,2026099,1,1,2,1-2
3007199,2022707,1,3,2,0-2
1004523,2007579,1,1,2,1-2
1003601,2025920,1,1,2,1-2
3005673,1003565,1,3,2,0-2
1002670,2023500,1,1,2,1-2
3003977,2015057,1,3,2,0-2
3006341,2031213,1,3,2,0-2
3006699,2005206,1,3,2,0-2
3002529,2032510,1,3,2,0-2
1004175,2024538,1,1,2,1-2
3007194,2019019,1,3,2,0-2
3006935,2006175,1,3,2,0-2
1001509,2008194,1,1,2,1-2
3003195,2031130,1,3,2,0-2
3002358,2025585,1,3,2,0-2
1001607,2003144,1,1,2,1-2
1004212,2026288,1,1,2,1-2
3001748,1002881,1,3,2,0-2
1004514,2018330,1,1,2,1-2
3005545,1000909,1,3,2,0-2
1002258,2028731,1,1,2,1-2
3007808,2009031,1,3,2,0-2
1001678,2010371,1,1,2,1-2
3000218,1004522,1,3,2,0-2
1001289,2026025,1,1,2,1-2
3000421,2019591,1,3,2,0-2
1000714,2005009,1,1,2,1-2
3008019,2029928,1,3,2,0-2
1000217,2019997,1,1,2,1-2
1001619,2026942,1,1,2,1-2
1001016,2015093,1,1,2,1-2
3002624,2008203,1,3,2,0-2
3006666,2013700,1,3,2,0-2
3001432,2016551,1,3,2,0-2
1002268,2014575,1,1,2,1-2
3004467,2022325,1,3,2,0-2
3004475,2007281,1,3,2,0-2
1004758,2013192,1,1,2,1-2
3001541,2021291,1,3,2,0-2
3006389,2022707,1,3,2,0-2
3000162,2023790,1,3,2,0-2
3005649,2030715,1,3,2,0-2
1000471,2024985,1,1,2,1-2
1000765,2008405,1,1,2,1-2
3001395,2008805,1,3,2,0-2
1004205,2023138,1,1,2,1-2
1000337,2004856,1,1,2,1-2
3007443,2020790,1,3,2,0-2
3004338,2017901,1,3,2,0-2
1002518,2010679,1,1,2,1-2
3006263,1004055,1,3,2,0-2
3002237,2029274,1,3,2,0-2
3000797,2019803,1,3,2,0-2
3003266,2023375,1,3,2,0-2
3004466,2029236,1,3,2,0-2
1002033,2018790,1,1,2,1-2
1002987,2007250,1,1,2,1-2
1003972,2002393,1,1,2,1-2
3000273,1003329,1,3,2,0-2
1001146,2000517,1,1,2,1-2
1001798,2009339,1,1,2,1-2
3006581,1003866,1,3,2,0-2
1004405,2023345,1,1,2,1-2
1004122,2026638,1,1,2,1-2
3000974,2016926,1,3,2,0-2
1002954,2018409,1,1,2,1-2
1003014,2019718,1,1,2,1-2
1004136,2015239,1,1,2,1-2
3007941,2005108,1,3,2,0-2
3001210,2001194,1,3,2,0-2
1002125,2003237,1,1,2,1-2
1000108,2025374,1,1,2,1-2
1002231,2021059,1,1,2,1-2
1004287,2031552,1,1,2,1-2
1002866,2016702,1,1,2,1-2
3001896,2015461,1,3,2,0-2
1003221,2007633,1,1,2,1-2
1003638,2011938,1,1,2,1-2
1000317,2004770,1,1,2,1-2
1000376,2004822,1,1,2,1-2
3002099,1000212,1,3,2,0-2
1000478,2007647,1,1,2,1-2
1003787,2015246,1,1,2,1-2
3006939,2015787,1,3,2,0-2
1003411,2020898,1,1,2,1-2
3004484,1002956,1,3,2,0-2
1001198,2024891,1,1,2,1-2
3005220,1003447,1,3,2,0-2
3000221,2009255,1,3,2,0-2
3003967,1003300,1,3,2,0-2
3005604,2000635,1,3,2,0-2
1001637,2016484,1,1,2,1-2
3007138,2021517,1,3,2,0-2
3007467,2014501,1,3,2,0-2
3003609,2019851,1,3,2,0-2
1004504,2026340,1,1,2,1-2
3007203,1002577,1,3,2,0-2
3002161,1002637,1,3,2,0-2
1001754,2007753,1,1,2,1-2
1000509,2012058,1,1,2,1-2
1001810,2003950,1,1,2,1-2
3007941,2001909,1,3,2,0-2
3000735,2001688,1,3,2,0-2
3003596,2000433,1,3,2,0-2
1001506,2002069,1,1,2,1-2
3001776,2003117,1,3,2,0-2
3003734,2009031,1,3,2,0-2
3006448,1003378,1,3,2,0-2
3001776,2032549,1,3,2,0-2
1001966,2016585,1,1,2,1-2
3004875,2000606,1,3,2,0-2
3007360,1001499,1,3,2,0-2
1001525,2032570,1,1,2,1-2
1001355,2030972,1,1,2,1-2
3005947,2029800,1,3,2,0-2
1000226,2006914,1,1,2,1-2
3002824,2013338,1,3,2,0-2
3007401,2021520,1,3,2,0-2
3000908,2015636,1,3,2,0-2
3002650,1001780,1,3,2,0-2
1000456,2018098,1,1,2,1-2
3000396,2008461,1,3,2,0-2
1001902,2004041,1,1,2,1-2
3004453,2030150,1,3,2,0-2
1004148,2030735,1,1,2,1-2
3007471,1004266,1,3,2,0-2
1001237,2023536,1,1,2,1-2
1003808,2025084,1,1,2,1-2
1002659,2031708,1,1,2,1-2
3004754,2017177,1,3,2,0-2
1000408,2015073,1,1,2,1-2
1002147,2022542,1,1,2,1-2
3004965,1000237,1,3,2,0-2
3006422,2003196,1,3,2,0-2
3007941,2009400,1,3,2,0-2
1003192,2028249,1,1,2,1-2
1004162,2006807,1,1,2,1-2
1002853,2007961,1,1,2,1-2
1000588,2015583,1,1,2,1-2
1003205,2010981,1,1,2,1-2
3003021,2005120,1,3,2,0-2
1001253,2014292,1,1,2,1-2
3000427,2021593,1,3,2,0-2
1000162,2030372,1,1,2,1-2
3005214,1001285,1,3,2,0-2
3002220,2012146,1,3,2,0-2
3006429,2019480,1,3,2,0-2
3002088,2001088,1,3,2,0-2
3003705,2021517,1,3,2,0-2
1003687,2001465,1,1,2,1-2
1002919,2007411,1,1,2,1-2
3003417,1003669,1,3,2,0-2
3001854,2001206,1,3,2,0-2
1001390,2015726,1,1,2,1-2
1003393,2012467,1,1,2,1-2
1001078,2005425,1,1,2,1-2
1003811,2021624,1,1,2,1-2
3002551,2032260,1,3,2,0-2
1004053,2001960,1,1,2,1-2
3003113,2022782,1,3,2,0-2
1004054,2018447,1,1,2,1-2
3005231,1004423,1,3,2,0-2
1001977,2030422,1,1,2,1-2
1002375,2025626,1,1,2,1-2
3003058,2031226,1,3,2,0-2
3004851,2014244,1,3,2,0-2
3004511,2014350,1,3,2,0-2
1001188,2019021,1,1,2,1-2
1003992,2005030,1,1,2,1-2
1003489,2003636,1,1,2,1-2
3004095,1004027,1,3,2,0-2
3002362,1001954,1,3,2,0-2
3003595,2014282,1,3,2,0-2
3000279,2017646,1,3,2,0-2
1002614,2024940,1,1,2,1-2
1002950,2020422,1,1,2,1-2
1004528,2007333,1,1,2,1-2
3002575,2007809,1,3,2,0-2
1002988,2006077,1,1,2,1-2
3007141,2015963,1,3,2,0-2
3004786,2019476,1,3,2,0-2
1001287,2018100,1,1,2,1-2
3002270,2030487,1,3,2,0-2
